,titles,replies,views,activity,category
374,For any artist that needs a story,6,128,Mar 12,collaborations
375,Hi 1234567890123,181,312,Mar 11,collaborations
376,"Looking for Artist for a sci-fi webtoon (unpaid, all profit goes to the artist)",3,129,Mar 10,collaborations
377,Looking for Main Artist Collaborator for Upcoming Premium Novel Level Up Hero (Novel to Comic),165,339,Mar 9,collaborations
378,Looking for An Partner,1,198,Mar 9,collaborations
379,Writer looking for artist working on dark BL,94,135,Mar 8,collaborations
380,(Closed) Looking for an artist to work on Romance/Comedy webcomic [PAID],3,315,Mar 7,collaborations
381,Writer looking to collab with a artist (UNPAID),148,130,Mar 6,collaborations
382,Ongoing BL comedy series with 1.2k subs needs artist(closed),9,207,Mar 6,collaborations
383,Any writers out there?,422,273,Mar 6,collaborations
384,Artist/writer webtoon,11,146,Mar 6,collaborations
385,(CLOSED) Writer Seeking Collab: UNPAID/Shonen/2-PAGE Short Comic,261,177,Mar 4,collaborations
386,"Easter Collab, anyone?",7,200,Mar 3,collaborations
387,Looking for artist for a webtoon idea.(UNPAID),156,155,Mar 2,collaborations
388,Looking for artists and writers for a webtoon creators team (UNPAID),20,170,Mar 2,collaborations
389,Action/LGBTQ+ Genre Collabs & Promotion: ACTIVE,1.0k,236,Mar 2,collaborations
390,Let’s make a forum role play story!,17,95,Mar 2,collaborations
391,Artist looking for writer/team to collaborate [closed],687,265,Mar 2,collaborations
392,Looking for writer for trying BL submission to Lezhin,7,176,Mar 2,collaborations
393,(Closed for now) Beta/proofreader/editor WANTED for a BL-SciFi Novel (Unpaid),209,176,Feb 28,collaborations
394,Looking for an artist to help with Bl/slice of life/ drama comic! [Unpaid],6,121,Feb 28,collaborations
395,Anyone else as bored and aimless as I am?,310,208,Feb 28,collaborations
396,Anyone in need of a cell shading/color flatter assistant?,8,127,Feb 27,collaborations
397,Looking for an assistant for a Webtoon Comic - Project Virus (COLLAB),386,284,Feb 27,collaborations
398,Character Sketches - Commission,6,173,Feb 27,collaborations
399,Call all artist (Paid gigs),155,292,Feb 27,collaborations
400,Looking for an Artist to Work on a Webtoon following the Plot of my Novel (Unpaid any revenue made directly be the Webtoon will belong to the artist),12,237,Feb 27,collaborations
401,Looking for a official character artist,318,135,Feb 26,collaborations
402,Needing an inker? We’ve got a master for you,5,131,Feb 25,collaborations
403,Looking for an Artist for webcomic managa,254,138,Feb 24,collaborations
404,(Unpaid) Writer Looking for Artists for Short Comics,3,225,Feb 23,collaborations
405,"Affordable Proofreader\Beta\editor wanted! [BL fantasy, paid, long-term]",152,192,Feb 22,collaborations
406,"Hi newbie writer looking for a manga style artist to work with. (Unpaid for now, any revenue made is split 50/50)",1,166,Feb 20,collaborations
407,Looking for artist to draw in anime battle shonen style (any profits made is evenly split)),127,211,Feb 20,collaborations
408,Looking for an Illustrator to assist with project [ PAID ],4,475,Feb 19,collaborations
409,"Artist needed! - Mystery, Kinda Horror, Fantasy",220,179,Feb 19,collaborations
410,Writer looking for an artist (UNPAID for now but FUTURE PAID) for fantasy romance an heartwarming genre (pls help!),7,202,Feb 19,collaborations
411,LF beta reader or editor (French native speaker) UNPAID,267,88,Feb 19,collaborations
412,I have an idea for a story but I need some help regarding the plotline,2,187,Feb 19,collaborations
413,Artist willing to work with writers or other artists (Closed),159,277,Feb 18,collaborations
414,Looking for Beta Readers for Romance-Fantasy Webtoon(Closed),8,168,Feb 18,collaborations
415,Colourist + Writer who is willing to Collab,281,226,Feb 16,collaborations
416,Writer looking for artist(s) (Royalty Share),6,176,Feb 16,collaborations
417,Writter looking for an artist to collaborate with. (UNPAID) BL Genre,300,115,Feb 16,collaborations
418,Writer looking for new projects,5,263,Feb 15,collaborations
419,Webtoon writer looking for an Editor(Closed for now),261,176,Feb 15,collaborations
420,Writer looking for an artist to collaborate,1,160,Feb 15,collaborations
421,Looking for someone to design my book cover! (Willing to Pay),126,210,Feb 15,collaborations
422,Natural Wonders Zine Open To Pitches,3,265,Feb 15,collaborations
423,(for hire) Webtoon Artist w/ manga style [CLOSED],210,343,Feb 14,collaborations
424,WANTED: artist looking fort writer for fantasy romance!,1,244,Feb 14,collaborations
425,New character Designs,188,175,Feb 14,collaborations
426,Collab Writers Looking for Artist [unpaid],4,141,Feb 13,collaborations
427,Support for Support! (Webtoons&Tapas),208,108,Feb 13,collaborations
428,Artist looking for a colorist. (genre bl)(closed),0,199,Feb 12,collaborations
429,Brazilian translator looking for practice,143,128,Feb 11,collaborations
430,(CLOSED) Looking for a Novel Cover artist. (Paid),14,239,Feb 10,collaborations
431,(CLOSED) Love Danny Phantom? Werewolves? $PAID$ BETA READERS WANTED! (only 1 slot left),352,135,Feb 10,collaborations
432,Any human being looking for an artist?,2,327,Feb 10,collaborations
433,Any JP translators/writers lurking in the collab section?,122,141,Feb 10,collaborations
434,(Unpaid) Looking for a artist for a serious webcomic,2,110,Feb 9,collaborations
435,"UPDATED Looking for assistance in large webcomic project (fantasy, unpaid/paid in profit)",147,253,Feb 9,collaborations
436,"Looking for an artist. (romance, comedy, unpaid)",1,206,Feb 9,collaborations
437,[HIRING] Novel Book Cover,240,529,Feb 8,collaborations
438,Looking for a {UNPAID} Shadist,410,118,Feb 8,collaborations
439,"Looking for an artist to work with. (New artists, looking for experience, welcomed)",11.9k,213,Feb 7,collaborations
440,Looking for an artist. interested to collaborate with me on BL FANTASY NOVEL,4,103,Feb 7,collaborations
441,Looking for an artist for a Webtoon comic - Project Virus (COLLAB),224,249,Feb 5,collaborations
442,[Unpaid/temporary] Gaming/Romance,8,98,Feb 5,collaborations
443,[CLOSED] New Artist Needed (9.3 Rated) (Max Pay 150$ Per Chapter),427,271,Feb 5,collaborations
444,Seeking Artist for Fantasy Novel Cover (Paid),2,184,Feb 5,collaborations
445,"Seeking Artist to make Thumbnail, Cover, Banner (unpaid)",163,114,Feb 4,collaborations
446,(Unpaid) Writer Needs Talented People For The Star Wars Alternative Universe Comic Book Series,5,116,Feb 3,collaborations
447,Looking for artists to help line and draw people thats it. No more no less,329,236,Feb 3,collaborations
448,Our team is Looking for an Artist (unpaid),7,145,Feb 2,collaborations
449,Comic artist looking for script / writer (BL/Psychological/Horror)[Unpaid],145,294,Jan 31,collaborations
450,Artist looking for an Writer(unpaid/paid in profit) (closed),7,425,Jan 31,collaborations
451,"Hey im an artist, i’ll draw your comic series for you",255,319,Jan 31,collaborations
452,[CLOSED] Looking for a beta reader (kind of) - UNPAID,1,144,Jan 31,collaborations
453,Looking for beta reader (unpaid),234,176,Jan 31,collaborations
454,Looking for any comic artist (unpaid),7,210,Jan 30,collaborations
455,Looking for Artist for Superpower/BL/Romance (Even Split of Profits),229,121,Jan 30,collaborations
456,Comunidade brasileira,2,1.6k,Jan 30,collaborations
457,Looking for artist unpaid,177,298,Jan 30,collaborations
458,Looking for an Italian translator! (unpaid),1,94,Jan 29,collaborations
459,(CLOSED) Looking to hire ($) some beta readers. Only 2 slots left!,108,307,Jan 28,collaborations
460,Looking for an artist to collab on a comedy series (unpaid for now),1,153,Jan 28,collaborations
461,Looking for a artist editor (long term and unpaid),167,156,Jan 27,collaborations
462,Need a artist to work with me on my manga KillxBlonde (unpaid),1,119,Jan 25,collaborations
463,Book Cover and Thumb Nail,170,149,Jan 25,collaborations
464,Need someone to make a cover for my novel! (Unpaid),9,107,Jan 24,collaborations
465,Need someone to create a cover for my novel (Unpaid),417,209,Jan 23,collaborations
466,In search of an artist for a crime webcomic or slice of life (paid in profit),3,181,Jan 23,collaborations
467,Writer looking for a translator (Spanish to English),179,125,Jan 23,collaborations
468,[Paid] Looking For Writers and Artists,2,2.0k,Jan 23,collaborations
469,Writer looking for an artist (unpaid/paid in profit),155,195,Jan 23,collaborations
470,Looking for any volunteering translator for my webcomic (unpaid and long-term but I appreciate it),5,199,Jan 22,collaborations
471,(Closed) Looking for a colourist and a Spanish translator,279,171,Jan 22,collaborations
472,Hello! A new face looking for an artist to do a character design (Paid) (CLOSED),6,298,Jan 22,collaborations
473,Twitter and #tapastrytcc or/and #tapastry_tcc,174,111,Jan 21,collaborations
474,"Looking for an artist for a sci-fi webtoon (unpaid, but all potential profit goes to the artist)",1,199,Jan 21,collaborations
475,New writer looking for a webtoon artist (UNPAID),109,130,Jan 20,collaborations
476,Artists needed! (Unpaid),9,178,Jan 20,collaborations
477,Looking for Artist to help out with drawing finished story [Unpaid] (Read before commenting and warning its a lot to read),372,130,Jan 18,collaborations
478,Artist looking for a writer (Unpaid collaboration)[CLOSED],6,268,Jan 18,collaborations
479,I want to collaborate with a creator,189,332,Jan 18,collaborations
480,Any writers or artist who need/want a new project?,6,243,Jan 17,collaborations
481,Looking for an artist (unpaid),331,155,Jan 17,collaborations
482,(DONE) Help me gather pics for my ‘Year Of Ox 2021’ Character Compilation,3,507,Jan 17,collaborations
483,(Unpaid) Writer looking for a artist to create short stories with!,114,205,Jan 17,collaborations
484,Looking for an artist for a comic project (unpaid) (comedy/romance or sci-fi),43,145,Jan 16,collaborations
485,Looking for experienced inker (PAID),2.9k,260,Jan 16,collaborations
486,Writer looking for artist for webtoons (paid),1,325,Jan 15,collaborations
487,"Looking for artists. who are interested in (BL, fantasy) script (unpaid)",116,123,Jan 15,collaborations
488,Looking for somebody to do line art,4,345,Jan 14,collaborations
489,[Paid] Writer looking for artist/animator to animate a new anime styled show,169,152,Jan 14,collaborations
490,New comic release looking for character artist to take over. (Tapastry project non paid),4,312,Jan 14,collaborations
491,Seeking English to Spanish Translator [CLOSED],192,191,Jan 13,collaborations
492,[Paid] I’m Looking For A Manga Artist To Illustrate A One-Shot Story,4,527,Jan 13,collaborations
493,Future Project/Networking (Future Paid),277,163,Jan 13,collaborations
494,Looking for beta readers (unpaid),1,117,Jan 13,collaborations
495,(Tapas)bits Season 3 - Community project for novels and comics,102,2.3k,Jan 13,collaborations
496,Help with the adaptation of the translation,3,96,Jan 13,collaborations
497,(Unpaid) looking for comic artist for short stories,216,118,Jan 13,collaborations
498,Looking for a webtoon artist to collaborate (unpaid),19,131,Jan 13,collaborations
499,Need a writer for any comic? (If an Artist),401,263,Jan 12,collaborations
500,Looking for Artist for Realistic Fiction webcomic (unpaid) (suicide warning),10,184,Jan 12,collaborations
501,Anyone looking for a writer? [CLOSED],550,163,Jan 12,collaborations
502,Freelance Script Writer Seeking Artists Looking For Writers (Buy 1 get one 1 free),1,168,Jan 11,collaborations
503,Looking to make a new Manhwa / webtoon organisation / team. need artists and writers (UNPAID),166,348,Jan 11,collaborations
504,Valentines 2021 cross-promotion collab!,1,500,Jan 10,collaborations
505,Looking for an artist for Cute Boy Hunting (unpaid),145,115,Jan 10,collaborations
506,Looking Ideas of a slice of life/comedy,4,146,Jan 8,collaborations
507,Artist looking for hand writer(UNPAID),169,132,Jan 8,collaborations
508,Anyone need a writer?,2,172,Jan 8,collaborations
509,Looking for artist [paid by profit],170,150,Jan 8,collaborations
510,Would anyone be interested in a Pup Culture revival?,18,182,Jan 8,collaborations
511,[unpaid] artist looking for those who love to write,499,602,Jan 7,collaborations
512,"Writer seeking (PAID/UNPAID) Artist, one shot promotional webcomic and VN for BL/GL/Gender Neutral Gacha Mobile Game",4,245,Jan 6,collaborations
513,Writer Looking For Artist [PAID BY PROFIT],140,269,Jan 6,collaborations
514,"Looking for A Storyboard Artist, A Line Artist, and Colorist for a short Villainess Romance Webtoon [UNPAID]",3,132,Jan 6,collaborations
515,Ideas for monster children?,156,179,Jan 6,collaborations
516,Finished 02 02 21,1,226,Jan 5,collaborations
517,Writer looking for an artist (BL),162,240,Jan 5,collaborations
518,Passionate Writer looking for Artist to create a comic/manga,4,1.8k,Jan 5,collaborations
519,Assistant looking for (UNPAID) work,147,217,Jan 5,collaborations
520,Looking for proofreaders/grammar checkers,7,268,Jan 4,collaborations
