,titles,replies,views,activity,category
415,A 12-year old dream being realized,221,282,May 31,promotions
416,"Any BLs mixed w Superhero, Horror, Scifi, Fantasy or Action genres? Share them here! (Comics, Novels & Art)",25,438,May 31,promotions
417,Creator juggling multiple series? Promote here!,182,150,May 29,promotions
418,Post another persons story with your story!,73,113,May 29,promotions
419,Read my new novel Seen from Shadow!,514,49,May 29,promotions
420,Showcase your villain scenes and if i like it i sub!,21,203,May 29,promotions
421,ONE more to fifty! Read for a read!,147,70,May 28,promotions
422,Questions and promos- tell edition!,114,89,May 28,promotions
423,Sub for Sub- under 25 subs,9.3k,154,May 28,promotions
424,Questions and promos- children edition!,46,102,May 28,promotions
425,Talk about your villains and promote your story!,292,94,May 27,promotions
426,New Chapter/Episode! (Announce yours too!),35,333,May 26,promotions
427,What inspired you to create a comic/novel. How did the idea come to you?,218,282,May 26,promotions
428,The 100-post novel/comic thank you thread :D,73,84,May 26,promotions
429,Road to hundred,229,149,May 25,promotions
430,Help me get to 100 please!,152,103,May 25,promotions
431,6/15 character questions and promos!,13.3k,145,May 24,promotions
432,Character questions and promos (please answer the question too yes yes!),258,168,May 24,promotions
433,"Promos and questions, trust edition!",3.2k,128,May 24,promotions
434,Another (almost) milestone promotion! ( and more character questions),116,163,May 24,promotions
435,Promos/updates and character questions!,458,183,May 23,promotions
436,Today’s promos and character questions!,59,197,May 23,promotions
437,"Promos and questions, stress edition",810,134,May 22,promotions
438,Character questions and even more promotions!,44,105,May 22,promotions
439,Sub for sub party time for fantasy Sci-Fi! I sub to every story linked!,592,177,May 21,promotions
440,(5/5) I will read the first five chapters of whoever’s story is my last five to one hundred!,49,120,May 21,promotions
441,Even more questions and promos!,284,89,May 20,promotions
442,Sticker and Pins Giveaway! (Random and DTIYS),10,42,May 19,promotions
443,Pitch your novel in a movie way!,114,105,May 19,promotions
444,Follow for a follow! Join the promotion!,61,113,May 18,promotions
445,Any Diverse Novels/Comics? Promote here!,452,1.3k,May 18,promotions
446,New here just introducing myself,18,161,May 18,promotions
447,"Post a random paragraph from your last chapter, pitch it to me!",171,207,May 18,promotions
448,Help me get to 25 subscribers! ill follow back!,34,131,May 17,promotions
449,Looking for novels,254,234,May 17,promotions
450,Questions and promos- safe edition!,12,63,May 17,promotions
451,If your main character sent a Father’s Day Card,134,230,May 17,promotions
452,Stories under 100! Sub for sub made random,0,90,May 17,promotions
453,Character questions and promos - love language edition!,62,122,May 17,promotions
454,Character questions and promos - personal assessment edition!,110,133,May 16,promotions
455,Character question of the day + promotions!,617,297,May 16,promotions
456,4 more to 25! Follow for a follow!,12,80,May 16,promotions
457,Tiktok as a promo tool?,112,102,May 15,promotions
458,I think I make funny enough comics. Looking for subs now,41,95,May 15,promotions
459,Created Comic Clothing (Novels welcome),290,69,May 15,promotions
460,First 25 subscribers follow for a follow! :D,31,190,May 14,promotions
461,The Goal is 50 subs,255,152,May 14,promotions
462,Promote your action fantasy novel,121,371,May 13,promotions
463,Do you do Wallpapers of your comic/novel? + promo,685,141,May 13,promotions
464,"Seriously, just how many undersea-related comics ARE there here…?",29,81,May 13,promotions
465,6/16 oc question and promos!,142,206,May 13,promotions
466,"1st chapter reboot, promote your own comic!",15,94,May 13,promotions
467,Character questions and promotions!,135,210,May 12,promotions
468,Share Fanart With Your Socials,21,124,May 12,promotions
469,TWO questions and promos in one day? must be a holiday!,170,120,May 12,promotions
470,Another character question AND promotion!,0,138,May 12,promotions
471,Character questions AND promotions gee whilickers!,49,162,May 12,promotions
472,"Get Subs, the goal is 50",1,95,May 12,promotions
473,Give us a fun fact about your MC + promote if ya want!,71,511,May 12,promotions
474,First 25 subscribers follow for follow,15,475,May 12,promotions
475,Oh no I found something awful (share your comic + tell us its origin),105,310,May 12,promotions
476,READ FOR A READ! This is promotional!,6,49,May 11,promotions
477,Can you check out my comic?,102,67,May 11,promotions
478,New here + looking for comics to read!,15,152,May 11,promotions
479,Promotional Fan art,92,219,May 11,promotions
480,"Hello all, promote your comic here, upload your favorite panel of the comic😁",56,356,May 11,promotions
481,Read my first chapter and get a cookie,394,65,May 11,promotions
482,Promote your novel by making a meme about it,11,100,May 11,promotions
483,"So, I deleted my 5k subs comic and started all over again",103,259,May 11,promotions
484,How would you (or your OC) react to my OC revealing his magic? (tell me about ur characters!),22,337,May 11,promotions
485,Share your thumbnails and your series,173,336,May 11,promotions
486,The JOY of COMPLETION!,30,141,May 11,promotions
487,Just hit 333 subs! Time for the 333 Promotion Thread,241,116,May 11,promotions
488,"Obsidian, flowers and scarlet",25,448,May 10,promotions
489,And so it happened that a drawing of my comic appeared in a magazine for literature and art,163,145,May 10,promotions
490,Which character is the antithesis of your MC and promote your series(it doesn’t have to be a character from your series),21,145,May 10,promotions
491,Show Artwork Of Your Comic + Promote Comic,202,287,May 10,promotions
492,50 follow milestone! time for promos!,83,140,May 9,promotions
493,What’s your ideal episode length?/ promote your work,455,301,May 9,promotions
494,Tapas recommendations?,0,167,May 8,promotions
495,New Comic Creator - Keep Fighting Comic,33,85,May 8,promotions
496,"Writers who draw but don’t make comics, I want to see your work! ♡",4,228,May 8,promotions
497,"Same old reviews, but let your characters do it!",58,169,May 7,promotions
498,Plot review! (for comics and novels of all sizes!),5,143,May 7,promotions
499,https://tapas.io/series/Baby-i-love-you-daze,55,111,May 7,promotions
500,Promote your comic with a cute screenshot! <3,34,557,May 7,promotions
501,Comics with 3D art + Promotions,331,126,May 6,promotions
502,Catopia University Combines Fantasy with Wholesome Cats - 23 Chapters and Counting!,275,52,May 6,promotions
503,Share a tiny Sketch from your comic!,2.2k,372,May 6,promotions
504,Hit 10 subs now I am aiming for 25,4,66,May 6,promotions
505,I think I have a decent enough story; trying to reach 25 sub milestone!,114,124,May 6,promotions
506,Time to promote your novels/comics!,340,842,May 6,promotions
507,The Goal is 25!,3.3k,193,May 5,promotions
508,Promote yours here and let’s grow 😁,194,507,May 5,promotions
509,I’ll read your comics based on their impressions on me,828,141,May 4,promotions
510,Let’s talk Advertising on Insta,6,122,May 4,promotions
511,Promote Your BL/ LGBTQ+ Novels & Comics Here!,62,439,May 4,promotions
512,Let’s grow together (under 30 subs),28,9.4k,May 4,promotions
513,Post your comic and novel along with your favourite superpower with you would want,189,324,May 4,promotions
514,I want to read your fantasy novels!,43,627,May 3,promotions
515,Promote you story with its banner,289,379,May 3,promotions
516,Roast your least favourite character of your comic/novel + drop your link,4,297,May 2,promotions
517,Tell me about one of your favourite characters from your story,76,358,May 2,promotions
518,Read mine and I’ll read yours!,174,124,May 2,promotions
519,Streaming again come watch if ya want!,2.3k,36,May 2,promotions
520,I will give you my first opinion about your comic/novel (CLOSED FOR NOW),17,338,May 1,promotions
521,Mine Forever | Tapas tapas.io,149,50,May 1,promotions
522,Promotion for Fantasy/Horror Comics/Novels!,23,364,May 1,promotions
523,I Want to Promote Your Comics!,203,3.6k,May 1,promotions
524,First impression and honest feedback exchange!,140,106,May 1,promotions
525,Share Your Comic Series (No Novels),1.1k,1.8k,Apr 30,promotions
526,Promote your Funniest Comic here,5,170,Apr 30,promotions
527,Just update my comic!,76,44,Apr 29,promotions
528,Historical fiction anyone?,35,175,Apr 28,promotions
529,Support my NOVEL [RADIATION],239,61,Apr 28,promotions
530,"Comment on my new comics. In return, I’ll comment on your comics/novels",6,61,Apr 28,promotions
531,Come and listen to my latest novel track!,72,52,Apr 28,promotions
532,Show some love for Boys’ Love genre!,1,478,Apr 28,promotions
533,Marvellous Teaser Trailer,51,49,Apr 28,promotions
534,My New Comic Angel’s Curse is out today!,142,55,Apr 28,promotions
535,Read for Read but let your characters pitch it,860,243,Apr 27,promotions
536,Anyone else have art instagrams?,18,2.6k,Apr 27,promotions
537,Share Your Comics With Under 100 Subs,100,7.6k,Apr 27,promotions
538,"Forget your comic for a sec, share your website!",10,77,Apr 27,promotions
539,"So, I’ve begun writing an Isekai",83,75,Apr 27,promotions
540,Hi guys can u help me get 100 sub ? I ned 30 ^^,29,48,Apr 27,promotions
541,Https://tapas.io/episode/2165553,192,108,Apr 26,promotions
542,"Sub for Sub, 5 Likes for 5 Likes (novels)",38,168,Apr 26,promotions
543,NSFW: Monsters have feelings too,405,3.9k,Apr 26,promotions
544,"Mouse Tails, A new comic strip",72,44,Apr 26,promotions
545,Looking For Some Subs,441,72,Apr 26,promotions
546,The Beasts of the Woods!,22,58,Apr 26,promotions
547,Instagram comic round up! Promo for promo (2/4),166,129,Apr 26,promotions
548,Wish to reach 100 subs ! ^^,0,152,Apr 26,promotions
549,Promotions here,69,1.1k,Apr 25,promotions
550,Share Your Mythology-inspired Series!(Novels/Comics),5,149,Apr 25,promotions
551,Todays character building question +promotions!,173,260,Apr 25,promotions
552,Weekly Comics Promotion!,2,203,Apr 25,promotions
553,"★ Support our comic! Help us, please! Sub back! THANK U!",50,250,Apr 25,promotions
554,Come watch me stream and lore dump!,1,63,Apr 25,promotions
555,Looking for Novels to Feature on My Blog,53,321,Apr 25,promotions
556,"(Check out my romance comic) I’ll read your romance Comics/Novels, maybe sub, and might leave some comments. Plus a chance for a promotion",78,111,Apr 24,promotions
557,Promote your novels/comics here with a description about you,605,640,Apr 24,promotions
558,Space Pirate July 1st comic promos! (2/3 filled),12,135,Apr 24,promotions
559,Relaunching my comic,128,130,Apr 24,promotions
560,Stuck at 36 subs,15,443,Apr 23,promotions
561,Tapas Dreams Discord!,224,98,Apr 23,promotions
562,I bet I can get you to read my web-novel with this one post *wink wink*,11,80,Apr 22,promotions
563,What is a song that fits the relationship(s) in your story?,201,430,Apr 22,promotions
564,"Support for Support (Read, likes and subs)",15,140,Apr 22,promotions
565,✨Share your novel’s/comic’s latest episode and what you love about it or what inspired you to create your novel/comic✨,118,416,Apr 21,promotions
566,Share your Comics!,37,519,Apr 21,promotions
567,"Introductions 2017 - Make Friends, Meet Artists, Say Hello to Your Fans",228,25.6k,Apr 21,promotions
568,Promote your horror novels here,41,67,Apr 21,promotions
569,"Teach Me, Ami! Chapter 2 Progress Update",186,50,Apr 20,promotions
570,Recommend my webtoon,2,120,Apr 20,promotions
571,Self Promotion: Completed (gasp) BL comic about MMORPG!,72,65,Apr 19,promotions
572,Subs for Subs people,1,195,Apr 19,promotions
573,Reach to 100 Subs,73,631,Apr 19,promotions
574,Post Your Latest Page March 2021,4,1.6k,Apr 19,promotions
575,Share your latest episode for JUNE here,80,205,Apr 19,promotions
576,"Thank you for 25 subs😁, now am on way to 100 subs, plz help me, let’s support each other",104,119,Apr 18,promotions
577,Post your Villain and their crimes :D,666,454,Apr 18,promotions
578,"Promote your novel, comic…and your favorite song!",32,271,Apr 18,promotions
579,Do you have illustrations in your novels? Let’s help each other grow!,678,229,Apr 18,promotions
580,Promotions and character questions!,61,291,Apr 18,promotions
581,Promote your new LGBTQ+ Fantasy Novels!,272,91,Apr 18,promotions
582,Social drops! drop your socials get new followers!,5,369,Apr 17,promotions
583,Caliope’s Reading & Commenting Corner,85,212,Apr 17,promotions
584,"Webtoon artists, rise! (promote comics)",21,991,Apr 17,promotions
585,Comic creators let’s support each other!,190,506,Apr 17,promotions
586,BIG BRAIN STRATEGY for making YOUR 1ST Webtoon / Tapas Comic youtu.be,11,87,Apr 16,promotions
587,"Promoting my new novel, Growing to 25 subs (Share yours)",243,176,Apr 16,promotions
588,"Creators of Tapas, tell me what your MC(s)’s bad habits are and where they originated from! Then promo yourself!",46,375,Apr 16,promotions
589,I need your support ! ( for my comedy comic ),301,365,Apr 16,promotions
590,You do comedy comics? Share here one of your best jokes!,3,157,Apr 16,promotions
591,Sub 4 sub : hi guys can u help me get 100 sub ? x),80,220,Apr 16,promotions
592,Behind the Scenes: What is your process?,38,124,Apr 16,promotions
593,"Have a website for your Series!? Share it, and Promote!",216,130,Apr 15,promotions
594,Post one your favourites art and promote your socials,3,184,Apr 15,promotions
595,Show me your historical comics,88,100,Apr 15,promotions
596,Promotion for new webcomic creators,5,136,Apr 15,promotions
597,Just a simple promotion thread,50,306,Apr 15,promotions
598,Wanna Promote your Discord Server?,0,193,Apr 14,promotions
